Headline,Sentiment,Sector
Real Estate sector shows signs of overheating as interest rates fall,Negative,Materials
Mining company stock surges on commodity price boom,Positive,Agriculture
Market braces for a major policy announcement from the EU,Negative,Transportation
Dow Jones plunges as market fears recession,Neutral,Automotive
Market sentiment turns positive on vaccine trial results,Negative,Technology
Government policy shift boosts renewable energy sector,Positive,Transportation
Quarterly report shows surprising losses for retail giants,,Automotive
Financial sector bracing for new capital requirements,Neutral,Technology
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Neutral,Utilities
Market braces for a major policy announcement from the EU,Negative,Pharmaceuticals
Market braces for a major policy announcement from the EU,Negative,Real Estate
Utilities sector remains stable during market fluctuations,Negative,Agriculture
UK's FTSE 100 sees a boost from favorable trade data,,Pharmaceuticals
Quarterly report shows surprising losses for retail giants,Positive,Finance
Government policy shift boosts renewable energy sector,Neutral,Industrials
,Neutral,Healthcare
Record-high inflation data rattles investors,,Retail
ASX 200 gains on strong export performance,Negative,Technology
,Negative,Consumer Goods
Record-high inflation data rattles investors,Positive,Industrials
Geopolitical ceasefire prompts a broad market recovery,Neutral,Telecommunications
Geopolitical ceasefire prompts a broad market recovery,Neutral,Pharmaceuticals
,Negative,Healthcare
,Negative,Construction
Media and Entertainment companies report a surge in streaming revenue,Neutral,Aerospace & Defense
Geopolitical ceasefire prompts a broad market recovery,Negative,Automotive
Massive stock buyback program announced by a consumer goods company,Positive,Materials
"Global trade talks collapse, causing market turmoil",Negative,Materials
Consumer Discretionary stocks outperform as spending increases,Neutral,Transportation
New regulations on cryptocurrencies cause a market dip,Positive,Real Estate
Gold prices surge as investors flee riskier assets,Neutral,Industrials
Government policy shift boosts renewable energy sector,Positive,Pharmaceuticals
Federal Reserve Chairman's speech causes market volatility,Negative,Finance
Quarterly report shows surprising losses for retail giants,Neutral,Utilities
Merger talks between two banks fall through,Negative,Transportation
Record-high inflation data rattles investors,Negative,Construction
Banking stocks dip after a major scandal is revealed,Positive,Technology
Merger talks between two banks fall through,Positive,Energy
Manufacturing PMI data signals economic expansion,Neutral,Energy
A massive data breach sends a tech company's stock tumbling,Negative,Agriculture
Automotive industry faces headwinds from rising material costs,Negative,Retail
Government spending bill is expected to stimulate the economy,Positive,Real Estate
New IPO for a popular software firm is oversubscribed,Neutral,Automotive
,Positive,Energy
Market braces for a major policy announcement from the EU,Neutral,Technology
Central bank maintains status quo on interest rates,Negative,Healthcare
Government spending bill is expected to stimulate the economy,Positive,Materials
Media and Entertainment companies report a surge in streaming revenue,Positive,Retail
Pharmaceutical company's drug approval drives stock upward,Neutral,Automotive
UK's FTSE 100 sees a boost from favorable trade data,Positive,Construction
Central bank maintains status quo on interest rates,Neutral,Telecommunications
Geopolitical ceasefire prompts a broad market recovery,Negative,Utilities
Supply chain issues impact manufacturing sector earnings,,Consumer Goods
Manufacturing PMI data signals economic expansion,Neutral,Media & Entertainment
Consumer Discretionary stocks outperform as spending increases,Negative,Telecommunications
Central Bank's dovish tone hints at future rate cuts,Positive,Telecommunications
Dow Jones plunges as market fears recession,,Healthcare
Bond yields tumble as investors seek safe havens,Negative,Energy
Automotive industry faces headwinds from rising material costs,Neutral,Finance
Healthcare stocks gain on robust demand and strong outlook,Negative,Telecommunications
Major oil spill sends energy stocks plummeting,Positive,Consumer Goods
Healthcare stocks gain on robust demand and strong outlook,Negative,Pharmaceuticals
Major oil spill sends energy stocks plummeting,Neutral,Media & Entertainment
Gold prices surge as investors flee riskier assets,Neutral,Media & Entertainment
"Global trade talks collapse, causing market turmoil",Negative,Finance
A massive data breach sends a tech company's stock tumbling,Negative,Real Estate
New IPO for a popular software firm is oversubscribed,Positive,Aerospace & Defense
Consumer Discretionary stocks outperform as spending increases,Negative,Real Estate
Federal Reserve Chairman's speech causes market volatility,Neutral,Automotive
Record-high inflation data rattles investors,Negative,Transportation
Automotive industry faces headwinds from rising material costs,Neutral,Construction
Supply chain issues impact manufacturing sector earnings,Negative,Automotive
Nikkei 225 index benefits from a weaker yen,Neutral,Agriculture
Massive stock buyback program announced by a consumer goods company,Positive,Aerospace & Defense
Federal Reserve Chairman's speech causes market volatility,Negative,Healthcare
Supply chain issues impact manufacturing sector earnings,Negative,Healthcare
Consumer confidence index reaches a decade high,Neutral,Technology
Crude oil prices drop to a multi-year low,Neutral,Utilities
Mining company stock surges on commodity price boom,Neutral,Energy
Massive stock buyback program announced by a consumer goods company,Positive,Transportation
New housing data release shows a slowdown in market activity,Positive,Finance
Federal Reserve Chairman's speech causes market volatility,Neutral,Healthcare
Market sentiment turns positive on vaccine trial results,Neutral,Real Estate
Banking stocks dip after a major scandal is revealed,Neutral,Industrials
Financial sector bracing for new capital requirements,Negative,Finance
Media and Entertainment companies report a surge in streaming revenue,Positive,Materials
Merger talks between two banks fall through,Neutral,Technology
New housing data release shows a slowdown in market activity,Neutral,Retail
Utilities sector remains stable during market fluctuations,Neutral,Finance
Retail sales report surpasses all forecasts,Positive,Agriculture
Nikkei 225 index benefits from a weaker yen,Neutral,Materials
Massive stock buyback program announced by a consumer goods company,Neutral,Energy
Healthcare stocks gain on robust demand and strong outlook,Positive,Transportation
China's Shanghai Composite falls after new trade restrictions,Positive,Energy
Utilities sector remains stable during market fluctuations,Neutral,Retail
Consumer Discretionary stocks outperform as spending increases,Positive,Retail
Retail sales report surpasses all forecasts,Negative,Finance
Gold prices surge as investors flee riskier assets,Positive,Construction
Massive stock buyback program announced by a consumer goods company,Positive,Materials
UK's FTSE 100 sees a boost from favorable trade data,Positive,Retail
,Neutral,Pharmaceuticals
"Global trade talks collapse, causing market turmoil",Negative,Retail
Consumer confidence index reaches a decade high,Negative,Pharmaceuticals
,Negative,Finance
Geopolitical ceasefire prompts a broad market recovery,Positive,Aerospace & Defense
New IPO for a popular software firm is oversubscribed,Positive,Industrials
Healthcare stocks gain on robust demand and strong outlook,Positive,Media & Entertainment
Geopolitical ceasefire prompts a broad market recovery,Negative,Pharmaceuticals
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Negative,Energy
,Neutral,Healthcare
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Pharmaceuticals
Consumer confidence index reaches a decade high,Neutral,Construction
Retail sales report surpasses all forecasts,Negative,Media & Entertainment
Banking stocks dip after a major scandal is revealed,Neutral,Utilities
Crude oil prices drop to a multi-year low,Positive,Healthcare
Utilities sector remains stable during market fluctuations,Positive,Retail
Geopolitical ceasefire prompts a broad market recovery,Neutral,Telecommunications
Geopolitical ceasefire prompts a broad market recovery,Negative,Materials
UK's FTSE 100 sees a boost from favorable trade data,Positive,Materials
Merger talks between two banks fall through,Negative,Utilities
Healthcare stocks gain on robust demand and strong outlook,Neutral,Materials
Semiconductor shortages weigh heavily on tech sector profits,Positive,Construction
Real Estate sector shows signs of overheating as interest rates fall,,Transportation
Unexpected rise in unemployment fuels market pessimism,Neutral,Utilities
,Positive,Materials
Market sentiment turns positive on vaccine trial results,Neutral,Energy
Automotive industry faces headwinds from rising material costs,Negative,Materials
New housing data release shows a slowdown in market activity,Positive,Materials
Pharmaceutical company's drug approval drives stock upward,Neutral,Energy
E-commerce earnings report beats all analyst expectations,Neutral,Agriculture
Consumer confidence index reaches a decade high,Positive,Retail
"Global trade talks collapse, causing market turmoil",Positive,Utilities
Dow Jones plunges as market fears recession,Negative,Consumer Goods
Financial services stocks rally on strong profit margins,Positive,Retail
Energy company's dividend hike excites shareholders,,Automotive
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Telecommunications
New regulations on cryptocurrencies cause a market dip,Negative,Real Estate
A massive data breach sends a tech company's stock tumbling,Positive,Energy
Consumer Discretionary stocks outperform as spending increases,,Real Estate
Financial services stocks rally on strong profit margins,Negative,Utilities
,Neutral,Consumer Goods
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Healthcare
,Positive,Technology
New housing data release shows a slowdown in market activity,Positive,Materials
,Positive,Telecommunications
Supply chain issues impact manufacturing sector earnings,Positive,Construction
Financial services stocks rally on strong profit margins,Neutral,Technology
Market braces for a major policy announcement from the EU,Neutral,Healthcare
,Neutral,Retail
Central bank maintains status quo on interest rates,Negative,Media & Entertainment
New regulations on cryptocurrencies cause a market dip,Positive,Real Estate
Mining company stock surges on commodity price boom,Neutral,Agriculture
Quarterly report shows surprising losses for retail giants,Negative,Industrials
Dow Jones plunges as market fears recession,Neutral,Pharmaceuticals
Energy company's dividend hike excites shareholders,Neutral,Construction
Government subsidy program gives a lift to the agriculture sector,Neutral,Media & Entertainment
Energy company's dividend hike excites shareholders,Positive,Utilities
Semiconductor shortages weigh heavily on tech sector profits,Negative,Telecommunications
Merger talks between two banks fall through,,Technology
Pharmaceutical company's drug approval drives stock upward,Positive,Consumer Goods
Crude oil prices drop to a multi-year low,Positive,Materials
Healthcare stocks gain on robust demand and strong outlook,Negative,Materials
Record-high inflation data rattles investors,Negative,Automotive
ASX 200 gains on strong export performance,Negative,Healthcare
Aerospace and Defense sector sees rally amid geopolitical tensions,Negative,Transportation
Healthcare stocks gain on robust demand and strong outlook,Neutral,Automotive
Market sentiment turns positive on vaccine trial results,Negative,Utilities
New IPO for a popular software firm is oversubscribed,Negative,Healthcare
,Neutral,Media & Entertainment
Automotive industry faces headwinds from rising material costs,Neutral,Energy
Bond yields tumble as investors seek safe havens,Neutral,Finance
Healthcare stocks gain on robust demand and strong outlook,Positive,Construction
Record-high inflation data rattles investors,Negative,Consumer Goods
Major oil spill sends energy stocks plummeting,Positive,Construction
New IPO for a popular software firm is oversubscribed,Negative,Aerospace & Defense
Nikkei 225 index benefits from a weaker yen,Negative,Retail
Government policy shift boosts renewable energy sector,,Agriculture
Semiconductor shortages weigh heavily on tech sector profits,Negative,Healthcare
Central Bank's dovish tone hints at future rate cuts,,Automotive
Market sentiment turns positive on vaccine trial results,Positive,Materials
New housing data release shows a slowdown in market activity,Neutral,Technology
Banking stocks dip after a major scandal is revealed,Positive,Media & Entertainment
Government spending bill is expected to stimulate the economy,Positive,Consumer Goods
Consumer confidence index reaches a decade high,Neutral,Materials
"Global trade talks collapse, causing market turmoil",Neutral,Construction
Pharmaceutical company's drug approval drives stock upward,Positive,Energy
Manufacturing PMI data signals economic expansion,Negative,Media & Entertainment
New IPO for a popular software firm is oversubscribed,Positive,Aerospace & Defense
Record-high inflation data rattles investors,Negative,Finance
Quarterly report shows surprising losses for retail giants,Positive,Energy
Retail sales report surpasses all forecasts,Negative,Construction
Central Bank Governor signals potential shift in policy,Negative,Media & Entertainment
Semiconductor shortages weigh heavily on tech sector profits,Positive,Technology
Record-high inflation data rattles investors,Negative,Technology
Quarterly report shows surprising losses for retail giants,Positive,Media & Entertainment
Semiconductor shortages weigh heavily on tech sector profits,Negative,Consumer Goods
Unexpected rise in unemployment fuels market pessimism,Negative,Telecommunications
Banking stocks dip after a major scandal is revealed,Negative,Consumer Goods
,Negative,Agriculture
New IPO for a popular software firm is oversubscribed,Neutral,Real Estate
Government subsidy program gives a lift to the agriculture sector,Neutral,Pharmaceuticals
Financial sector bracing for new capital requirements,Neutral,Agriculture
Manufacturing PMI data signals economic expansion,Negative,Utilities
UK's FTSE 100 sees a boost from favorable trade data,Negative,Materials
Consumer confidence index reaches a decade high,Neutral,Energy
,,Aerospace & Defense
China's Shanghai Composite falls after new trade restrictions,Neutral,Technology
Semiconductor shortages weigh heavily on tech sector profits,Positive,Telecommunications
New IPO for a popular software firm is oversubscribed,Neutral,Real Estate
Dow Jones plunges as market fears recession,Neutral,Retail
Dow Jones plunges as market fears recession,Neutral,Transportation
Federal Reserve Chairman's speech causes market volatility,Neutral,Automotive
Consumer confidence index reaches a decade high,Negative,Automotive
Government policy shift boosts renewable energy sector,Neutral,Media & Entertainment
Government policy shift boosts renewable energy sector,Neutral,Transportation
New housing data release shows a slowdown in market activity,Neutral,Utilities
Market braces for a major policy announcement from the EU,Negative,Real Estate
Energy company's dividend hike excites shareholders,Negative,Automotive
Central Bank's dovish tone hints at future rate cuts,Neutral,Finance
A massive data breach sends a tech company's stock tumbling,Neutral,Transportation
E-commerce earnings report beats all analyst expectations,Positive,Construction
Market braces for a major policy announcement from the EU,,Media & Entertainment
Crude oil prices drop to a multi-year low,Positive,Media & Entertainment
New housing data release shows a slowdown in market activity,,Transportation
Mining company stock surges on commodity price boom,Neutral,Telecommunications
Geopolitical ceasefire prompts a broad market recovery,Neutral,Aerospace & Defense
,Negative,Finance
Manufacturing PMI data signals economic expansion,Positive,Technology
Government subsidy program gives a lift to the agriculture sector,Neutral,Aerospace & Defense
Financial services stocks rally on strong profit margins,Negative,Technology
Real Estate sector shows signs of overheating as interest rates fall,Neutral,Utilities
Supply chain issues impact manufacturing sector earnings,Positive,Healthcare
Consumer Discretionary stocks outperform as spending increases,Neutral,Transportation
ASX 200 gains on strong export performance,Neutral,Technology
Aerospace and Defense sector sees rally amid geopolitical tensions,Neutral,Telecommunications
Real Estate sector shows signs of overheating as interest rates fall,Negative,Healthcare
Geopolitical ceasefire prompts a broad market recovery,Neutral,Media & Entertainment
Real Estate sector shows signs of overheating as interest rates fall,Negative,Technology
E-commerce earnings report beats all analyst expectations,Positive,Industrials
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Negative,Retail
Mining company stock surges on commodity price boom,Positive,Media & Entertainment
ASX 200 gains on strong export performance,Negative,Retail
Gold prices surge as investors flee riskier assets,Neutral,Healthcare
New regulations on cryptocurrencies cause a market dip,Negative,Media & Entertainment
Market sentiment turns positive on vaccine trial results,Neutral,Construction
,Neutral,Pharmaceuticals
Record-high inflation data rattles investors,Neutral,Energy
Major technology firm acquires a smaller rival in a multi-billion dollar deal,,Consumer Goods
Major oil spill sends energy stocks plummeting,Positive,Materials
Major oil spill sends energy stocks plummeting,Negative,Consumer Goods
Market braces for a major policy announcement from the EU,Positive,Real Estate
Financial services stocks rally on strong profit margins,Positive,Agriculture
Unexpected rise in unemployment fuels market pessimism,Negative,Consumer Goods
Major oil spill sends energy stocks plummeting,Negative,Automotive
Gold prices surge as investors flee riskier assets,Positive,Finance
Pharmaceutical company's drug approval drives stock upward,Negative,Consumer Goods
Banking stocks dip after a major scandal is revealed,Neutral,Industrials
Aerospace and Defense sector sees rally amid geopolitical tensions,Negative,Pharmaceuticals
Government spending bill is expected to stimulate the economy,Neutral,Technology
Real Estate sector shows signs of overheating as interest rates fall,Positive,Finance
Semiconductor shortages weigh heavily on tech sector profits,Negative,Agriculture
Dow Jones plunges as market fears recession,Positive,Technology
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Negative,Telecommunications
E-commerce earnings report beats all analyst expectations,Negative,Agriculture
Massive stock buyback program announced by a consumer goods company,Positive,Technology
Aerospace and Defense sector sees rally amid geopolitical tensions,Neutral,Media & Entertainment
Automotive industry faces headwinds from rising material costs,Neutral,Transportation
Central bank maintains status quo on interest rates,,Telecommunications
"Global trade talks collapse, causing market turmoil",Positive,Automotive
Crude oil prices drop to a multi-year low,Neutral,Pharmaceuticals
Utilities sector remains stable during market fluctuations,Neutral,Finance
Energy company's dividend hike excites shareholders,Negative,Agriculture
A massive data breach sends a tech company's stock tumbling,Positive,Telecommunications
Real Estate sector shows signs of overheating as interest rates fall,Positive,Automotive
Healthcare stocks gain on robust demand and strong outlook,Neutral,Materials
,Positive,Healthcare
ASX 200 gains on strong export performance,Positive,Transportation
Real Estate sector shows signs of overheating as interest rates fall,Negative,Agriculture
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Finance
Geopolitical ceasefire prompts a broad market recovery,Positive,Media & Entertainment
Media and Entertainment companies report a surge in streaming revenue,Negative,Real Estate
Dow Jones plunges as market fears recession,Neutral,Industrials
Crude oil prices drop to a multi-year low,Neutral,Technology
Market sentiment turns positive on vaccine trial results,Neutral,Aerospace & Defense
Government subsidy program gives a lift to the agriculture sector,Positive,Technology
New regulations on cryptocurrencies cause a market dip,Positive,Healthcare
China's Shanghai Composite falls after new trade restrictions,Positive,Transportation
Real Estate sector shows signs of overheating as interest rates fall,Neutral,Construction
Merger talks between two banks fall through,Positive,Construction
A massive data breach sends a tech company's stock tumbling,Negative,Agriculture
Government subsidy program gives a lift to the agriculture sector,Negative,Automotive
Utilities sector remains stable during market fluctuations,Negative,Retail
Crude oil prices drop to a multi-year low,Negative,Pharmaceuticals
Manufacturing PMI data signals economic expansion,Neutral,Finance
Central Bank's dovish tone hints at future rate cuts,Negative,Utilities
Record-high inflation data rattles investors,Neutral,Finance
Energy company's dividend hike excites shareholders,Negative,Real Estate
Market braces for a major policy announcement from the EU,Positive,Agriculture
Media and Entertainment companies report a surge in streaming revenue,Negative,Media & Entertainment
"Global trade talks collapse, causing market turmoil",Neutral,Consumer Goods
Central Bank Governor signals potential shift in policy,Negative,Industrials
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Negative,Construction
,Positive,Transportation
Financial services stocks rally on strong profit margins,Neutral,Aerospace & Defense
ASX 200 gains on strong export performance,Neutral,Finance
Market sentiment turns positive on vaccine trial results,,Pharmaceuticals
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Positive,Industrials
Market braces for a major policy announcement from the EU,Positive,Energy
Federal Reserve Chairman's speech causes market volatility,Negative,Energy
China's Shanghai Composite falls after new trade restrictions,Positive,Technology
Energy company's dividend hike excites shareholders,Negative,Automotive
Crude oil prices drop to a multi-year low,Negative,Media & Entertainment
Record-high inflation data rattles investors,Negative,Technology
Pharmaceutical company's drug approval drives stock upward,Negative,Consumer Goods
E-commerce earnings report beats all analyst expectations,Negative,Retail
Consumer Discretionary stocks outperform as spending increases,Positive,Utilities
E-commerce earnings report beats all analyst expectations,Neutral,Transportation
Automotive industry faces headwinds from rising material costs,Negative,Healthcare
Major oil spill sends energy stocks plummeting,Neutral,Media & Entertainment
ASX 200 gains on strong export performance,Negative,Agriculture
Consumer confidence index reaches a decade high,Neutral,Pharmaceuticals
Financial services stocks rally on strong profit margins,Neutral,Consumer Goods
Energy company's dividend hike excites shareholders,Negative,Real Estate
Semiconductor shortages weigh heavily on tech sector profits,Negative,Healthcare
Aerospace and Defense sector sees rally amid geopolitical tensions,Neutral,Automotive
E-commerce earnings report beats all analyst expectations,Negative,Transportation
Financial services stocks rally on strong profit margins,Positive,Retail
,Positive,Utilities
Mining company stock surges on commodity price boom,Negative,Industrials
Mining company stock surges on commodity price boom,Neutral,Retail
Aerospace and Defense sector sees rally amid geopolitical tensions,Neutral,Automotive
Retail sales report surpasses all forecasts,Positive,Media & Entertainment
Manufacturing PMI data signals economic expansion,Positive,Telecommunications
Central Bank Governor signals potential shift in policy,Neutral,Materials
Gold prices surge as investors flee riskier assets,Neutral,Technology
Manufacturing PMI data signals economic expansion,,Retail
Manufacturing PMI data signals economic expansion,Positive,Materials
,Neutral,Finance
New IPO for a popular software firm is oversubscribed,Negative,Finance
Consumer Discretionary stocks outperform as spending increases,Positive,Technology
Financial sector bracing for new capital requirements,Positive,Consumer Goods
,Neutral,Agriculture
Financial services stocks rally on strong profit margins,Negative,Real Estate
China's Shanghai Composite falls after new trade restrictions,Negative,Finance
Market sentiment turns positive on vaccine trial results,Neutral,Media & Entertainment
Nikkei 225 index benefits from a weaker yen,Neutral,Technology
Gold prices surge as investors flee riskier assets,,Pharmaceuticals
Government spending bill is expected to stimulate the economy,Positive,Retail
Federal Reserve Chairman's speech causes market volatility,Positive,Agriculture
Mining company stock surges on commodity price boom,Positive,Aerospace & Defense
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Neutral,Consumer Goods
Federal Reserve Chairman's speech causes market volatility,Positive,Real Estate
Unexpected rise in unemployment fuels market pessimism,Neutral,Real Estate
Government policy shift boosts renewable energy sector,,Technology
Semiconductor shortages weigh heavily on tech sector profits,Positive,Telecommunications
New regulations on cryptocurrencies cause a market dip,Negative,Construction
"Global trade talks collapse, causing market turmoil",Positive,Energy
,Positive,Retail
Semiconductor shortages weigh heavily on tech sector profits,Neutral,Industrials
Major oil spill sends energy stocks plummeting,Positive,Agriculture
Market sentiment turns positive on vaccine trial results,Neutral,Retail
Central Bank's dovish tone hints at future rate cuts,Positive,Pharmaceuticals
Federal Reserve Chairman's speech causes market volatility,Neutral,Agriculture
Market sentiment turns positive on vaccine trial results,Positive,Retail
Market sentiment turns positive on vaccine trial results,Neutral,Transportation
Nikkei 225 index benefits from a weaker yen,Negative,Retail
E-commerce earnings report beats all analyst expectations,Negative,Healthcare
Government spending bill is expected to stimulate the economy,Positive,Transportation
,Negative,Materials
Government policy shift boosts renewable energy sector,Positive,Real Estate
,Negative,Media & Entertainment
Central Bank's dovish tone hints at future rate cuts,Positive,Consumer Goods
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Construction
New regulations on cryptocurrencies cause a market dip,Positive,Technology
Federal Reserve Chairman's speech causes market volatility,Neutral,Energy
ASX 200 gains on strong export performance,,Consumer Goods
Geopolitical ceasefire prompts a broad market recovery,Positive,Agriculture
Dow Jones plunges as market fears recession,Neutral,Consumer Goods
Central Bank Governor signals potential shift in policy,Neutral,Telecommunications
Market braces for a major policy announcement from the EU,Neutral,Finance
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Neutral,Agriculture
Financial sector bracing for new capital requirements,Negative,Technology
Consumer Discretionary stocks outperform as spending increases,Negative,Materials
Media and Entertainment companies report a surge in streaming revenue,,Pharmaceuticals
Merger talks between two banks fall through,Positive,Aerospace & Defense
Real Estate sector shows signs of overheating as interest rates fall,Negative,Telecommunications
Consumer Discretionary stocks outperform as spending increases,Positive,Telecommunications
New IPO for a popular software firm is oversubscribed,Negative,Construction
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Positive,Agriculture
Utilities sector remains stable during market fluctuations,Negative,Agriculture
Mining company stock surges on commodity price boom,Neutral,Real Estate
Healthcare stocks gain on robust demand and strong outlook,Neutral,Technology
Media and Entertainment companies report a surge in streaming revenue,Negative,Real Estate
China's Shanghai Composite falls after new trade restrictions,Positive,Utilities
Banking stocks dip after a major scandal is revealed,Negative,Construction
Banking stocks dip after a major scandal is revealed,Negative,Aerospace & Defense
Consumer Discretionary stocks outperform as spending increases,Negative,Consumer Goods
Supply chain issues impact manufacturing sector earnings,Positive,Industrials
ASX 200 gains on strong export performance,Neutral,Construction
Central Bank's dovish tone hints at future rate cuts,Neutral,Pharmaceuticals
ASX 200 gains on strong export performance,Negative,Telecommunications
Real Estate sector shows signs of overheating as interest rates fall,Neutral,Agriculture
Real Estate sector shows signs of overheating as interest rates fall,Positive,Technology
Automotive industry faces headwinds from rising material costs,Positive,Aerospace & Defense
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Neutral,Aerospace & Defense
Media and Entertainment companies report a surge in streaming revenue,Negative,Healthcare
Merger talks between two banks fall through,Neutral,Aerospace & Defense
Merger talks between two banks fall through,Positive,Finance
ASX 200 gains on strong export performance,Positive,Utilities
Automotive industry faces headwinds from rising material costs,Positive,Automotive
Financial sector bracing for new capital requirements,Neutral,Technology
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Negative,Industrials
E-commerce earnings report beats all analyst expectations,Positive,Finance
New IPO for a popular software firm is oversubscribed,Neutral,Construction
Pharmaceutical company's drug approval drives stock upward,Neutral,Healthcare
Unexpected rise in unemployment fuels market pessimism,Positive,Aerospace & Defense
Media and Entertainment companies report a surge in streaming revenue,Negative,Agriculture
Manufacturing PMI data signals economic expansion,Positive,Consumer Goods
Market sentiment turns positive on vaccine trial results,Negative,Automotive
New IPO for a popular software firm is oversubscribed,Negative,Technology
Central Bank's dovish tone hints at future rate cuts,Neutral,Finance
"Global trade talks collapse, causing market turmoil",Negative,Industrials
Market sentiment turns positive on vaccine trial results,Neutral,Industrials
Government spending bill is expected to stimulate the economy,Neutral,Transportation
Manufacturing PMI data signals economic expansion,Negative,Media & Entertainment
Real Estate sector shows signs of overheating as interest rates fall,Neutral,Transportation
China's Shanghai Composite falls after new trade restrictions,Positive,Media & Entertainment
New regulations on cryptocurrencies cause a market dip,Neutral,Healthcare
Dow Jones plunges as market fears recession,Positive,Technology
Government subsidy program gives a lift to the agriculture sector,Positive,Healthcare
Healthcare stocks gain on robust demand and strong outlook,Negative,Aerospace & Defense
Semiconductor shortages weigh heavily on tech sector profits,Neutral,Finance
Market braces for a major policy announcement from the EU,Neutral,Agriculture
New IPO for a popular software firm is oversubscribed,,Materials
,Negative,Aerospace & Defense
Record-high inflation data rattles investors,Negative,Telecommunications
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Negative,Healthcare
E-commerce earnings report beats all analyst expectations,Negative,Industrials
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Media & Entertainment
Supply chain issues impact manufacturing sector earnings,Neutral,Aerospace & Defense
Manufacturing PMI data signals economic expansion,Neutral,Energy
New IPO for a popular software firm is oversubscribed,Positive,Energy
Market braces for a major policy announcement from the EU,Negative,Real Estate
Media and Entertainment companies report a surge in streaming revenue,Neutral,Agriculture
Retail sales report surpasses all forecasts,Neutral,Technology
Banking stocks dip after a major scandal is revealed,Negative,Energy
"Global trade talks collapse, causing market turmoil",Negative,Retail
Utilities sector remains stable during market fluctuations,Neutral,Automotive
"Global trade talks collapse, causing market turmoil",Positive,Finance
Massive stock buyback program announced by a consumer goods company,,Telecommunications
Central bank maintains status quo on interest rates,Positive,Consumer Goods
Government spending bill is expected to stimulate the economy,Neutral,Retail
Banking stocks dip after a major scandal is revealed,Neutral,Materials
A massive data breach sends a tech company's stock tumbling,Negative,Materials
Consumer confidence index reaches a decade high,Positive,Energy
New housing data release shows a slowdown in market activity,Neutral,Media & Entertainment
Energy company's dividend hike excites shareholders,Negative,Utilities
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Negative,Retail
Government policy shift boosts renewable energy sector,Positive,Automotive
Market braces for a major policy announcement from the EU,Neutral,Healthcare
Automotive industry faces headwinds from rising material costs,Neutral,Energy
Energy company's dividend hike excites shareholders,Negative,Transportation
Market sentiment turns positive on vaccine trial results,Negative,Utilities
A massive data breach sends a tech company's stock tumbling,Negative,Real Estate
E-commerce earnings report beats all analyst expectations,Positive,Transportation
Utilities sector remains stable during market fluctuations,Positive,Finance
Media and Entertainment companies report a surge in streaming revenue,Negative,Transportation
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Neutral,Consumer Goods
Mining company stock surges on commodity price boom,Neutral,Finance
Government subsidy program gives a lift to the agriculture sector,Neutral,Finance
Manufacturing PMI data signals economic expansion,Neutral,Automotive
,Negative,Telecommunications
Government spending bill is expected to stimulate the economy,Neutral,Healthcare
ASX 200 gains on strong export performance,,Retail
Media and Entertainment companies report a surge in streaming revenue,Negative,Telecommunications
Merger talks between two banks fall through,Neutral,Utilities
Retail sales report surpasses all forecasts,Positive,Materials
Consumer confidence index reaches a decade high,Neutral,Media & Entertainment
Automotive industry faces headwinds from rising material costs,Negative,Real Estate
,Positive,Real Estate
Government subsidy program gives a lift to the agriculture sector,,Healthcare
Media and Entertainment companies report a surge in streaming revenue,Positive,Automotive
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Positive,Retail
Crude oil prices drop to a multi-year low,Negative,Technology
Merger talks between two banks fall through,Positive,Consumer Goods
Semiconductor shortages weigh heavily on tech sector profits,Positive,Agriculture
Massive stock buyback program announced by a consumer goods company,Positive,Retail
Government subsidy program gives a lift to the agriculture sector,,Utilities
Bond yields tumble as investors seek safe havens,Negative,Utilities
UK's FTSE 100 sees a boost from favorable trade data,Positive,Materials
Semiconductor shortages weigh heavily on tech sector profits,Negative,Utilities
Financial sector bracing for new capital requirements,Negative,Industrials
UK's FTSE 100 sees a boost from favorable trade data,Positive,Retail
Banking stocks dip after a major scandal is revealed,Positive,Transportation
Crude oil prices drop to a multi-year low,,Real Estate
Nikkei 225 index benefits from a weaker yen,Negative,Media & Entertainment
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,Aerospace & Defense
